,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
969,Yes,travel_rarely,556.2566609977324,,3,1,Life Sciences,970,2,1,3,2, mAnuFACTuRinG diReCToR ,3,Married,"4492,84$","11681,39$",0,Yes,19,"3,0",1,Part Time,1,"4,0",3,"4,0",3,0,2,2001,"53914,11$",True
970,No,,245.2460317460317,,9,3,Medical,971,3,1,3,1, ResEARch SCIENtIST ,3,Divorced,"1980,83$","5150,17$",5,No,18,"3,0",2,Part Time,1,"6,0",2,"3,0",2,2,2,1995,"23770,00$",Yes
971,Yes,,248.031746031746, Research & Development ,6,3,Medical,972,4,0,3,1, LABORAToRy tEchNICiAn ,1,Married,,"5208,67$",7,,21,"4,0",4,Part Time,0,,2,"1,0",2,2,2,1984,"24040,00$",Yes
972,No,travel_rarely,288.7857142857143, Research & Development ,1,4,,973,3,0,2,1, ResEArch sCIEnTiST ,1,Single,"2332,50$","6064,50$",3,,11,"3,0",2,Part Time,0,,1,"3,0",3,0,2,1990,"27990,00$",False
973,No,travel_rarely,290.03550973654063, Research & Development ,7,4,Other,974,2,0,3,1, ReSEArcH sCIeNtist ,4,Single,"2342,59$","6090,75$",2,,18,"3,0",3,Part Time,0,"8,0",6,"3,0",6,0,1,1987,"28111,13$",1
974,No,travel_rarely,556.2566609977324,,-48,3,,975,3,1,3,2, SalES eXEcuTIvE ,3,,"4492,84$","11681,39$",1,,16,"3,0",2,,0,"5,0",3,"3,0",5,1,0,1988,,Yes
975,Yes,,290.03550973654063,,9,2,Medical,976,3,0,2,1, resEarcH ScIENTIsT ,1,Single,,"6090,75$",0,Yes,22,"4,0",1,Part Time,0,"4,0",0,"3,0",3,1,2,1992,"28111,13$",0
976,No,travel_rarely,356.1587301587302,,13,1,Life Sciences,977,2,1,3,1, rEseaRcH scIEnTiST ,4,Single,"2876,67$","7479,33$",3,,18,"3,0",1,Full Time,0,"5,0",4,"3,0",3,0,2,1990,"34520,00$",0
977,No,,290.0238095238095,,-24,4,,978,24,1,3,1, LABorATORY tecHNICiaN ,2,Marreid,"2342,50$","6090,50$",9,No,14,"3,0",2,Part Time,1,"4,0",2,"3,0",2,2,2,1996,"28110,00$",False
978,Yes,travel_rarely,290.03550973654063,,22,3,,979,1,1,3,1, rESeaRCH sCIenTisT ,3,Married,,"6090,75$",4,,11,"3,0",2,Part Time,0,,2,,5,0,1,1993,"28111,13$",1
979,No,,451.5952380952381,,17,1,Medical,980,4,1,2,2, MANuFActurING dIRectOr ,3,Divorced,"3647,50$","9483,50$",1,No,15,"3,0",2,Part Time,2,"5,0",6,"3,0",4,3,2,1999,"43770,00$",0
980,Yes,travel_rarely,290.03550973654063, Research & Development ,14,4,Other,981,3,0,2,1, LaBoRaTory techNICIAN ,2,Divorced,"2342,59$","6090,75$",1,Yes,24,"4,0",4,Part Time,1,"5,0",2,"1,0",4,0,2,1988,"28111,13$",0
981,Yes,,290.03550973654063,,5,3,,982,2,1,3,1, LaBORATORY TechNiCIAn ,2,,"2342,59$","6090,75$",0,,17,"3,0",1,Part Time,0,"4,0",3,"3,0",3,1,2,1993,"28111,13$",True
982,No,travel_rarely,437.4603174603175, Research & Development ,6,3,,983,1,0,2,2, hEaLThcARE rEpresEntATiVE ,3,,"3533,33$","9186,67$",2,No,13,"3,0",4,,0,"19,0",0,"3,0",2,2,2,1975,,Yes
983,No,travel_rarely,556.2566609977324,,7,2,Medical,984,4,1,3,2, MAnUFaCturinG DiReCtOR ,3,,"4492,84$","11681,39$",6,,14,"3,0",2,,0,"8,0",6,"3,0",2,2,1,1982,,False
984,No,,436.1190476190477, Research & Development ,2,4,,985,1,1,3,2, mANufActuRIng DirECTOR ,4,,"3522,50$","9158,50$",0,,18,"3,0",2,Part Time,1,,2,,3,2,2,1996,"42270,00$",Yes
985,No,travel_rarely,404.1349206349206, Research & Development ,10,3,Other,986,2,0,3,1, laBOraTOrY TecHNIcIan ,4,,"3264,17$","8486,83$",1,No,20,"4,0",1,Full Time,1,"3,0",4,"2,0",3,1,2,1988,"39170,00$",0
986,Yes,non-travel,512.6746031746031,,29,2,Medical,987,2,0,1,2, SAleS ExeCutiVE ,1,Single,,"10766,17$",8,No,18,"3,0",4,Part Time,0,,6,"3,0",2,2,2,1997,"49690,00$",Yes
987,No,non-travel,290.03550973654063, Sales ,8,1,Life Sciences,988,2,1,2,1, sALES ReprEsentatiVE ,4,,,"6090,75$",0,,19,"3,0",4,Part Time,0,,2,"2,0",2,2,2,1990,"28111,13$",False
988,Yes,,210.6825396825397,,2,3,Life Sciences,989,1,0,3,1, rEsEaRCH SCIenTiSt ,1,Married,"1701,67$","4424,33$",6,,14,"3,0",2,Part Time,1,"6,0",2,"3,0",3,1,2,1997,"20420,00$",1
989,No,travel_frequently,291.05555555555554,,3,4,,990,3,0,3,1, ReseaRCH SciEntISt ,3,,"2350,83$","6112,17$",3,No,16,"3,0",1,,1,"8,0",2,"3,0",2,2,2,1985,,False
990,No,,1973.9841269841268,,-47,4,Medical,991,47,0,3,5, RESeArCH dIrEcTOR ,4,,,"41453,67$",9,No,17,"3,0",4,Full Time,2,"23,0",0,"3,0",2,2,2,1977,"191324,62$",True
991,Yes,,290.03550973654063,,9,3,Marketing,992,4,1,3,1, SALES RePrEsenTatIVE ,4,Single,"2342,59$","6090,75$",1,Yes,14,"3,0",2,Part Time,0,"2,0",3,"3,0",2,0,2,2003,"28111,13$",1
992,No,,1027.309523809524,,-20,3,Other,993,20,0,3,2, mAnUfACtURInG DiRECTor ,1,Marreid,"8297,50$","21573,50$",0,,15,"3,0",3,,1,"7,0",1,"2,0",6,0,2,1993,,0
993,No,non-travel,290.03550973654063,,8,5,,994,1,0,1,1, LAboRaToRY tEchNiciAN ,3,Married,"2342,59$","6090,75$",1,,19,"3,0",4,Part Time,3,"3,0",4,,3,1,2,1996,"28111,13$",0
994,No,,1032.4872861766066,,2,1,,995,4,0,3,3, MANufacTuRING DIrECtOr ,2,Married,,"21682,23$",3,No,18,"3,0",2,Part Time,1,"23,0",4,"3,0",3,1,2,1968,"100071,84$",Yes
995,No,travel_rarely,1032.4872861766066,,5,3,Life Sciences,996,4,0,2,3, healtHCare RePrEseNtAtIvE ,4,,"8339,32$","21682,23$",4,No,15,"3,0",3,,1,,2,"3,0",3,1,2,1990,"100071,84$",1
996,No,,227.7063492063492,,15,2,Life Sciences,997,1,0,3,1, LAbORATORy technIciAn ,3,,"1839,17$","4781,83$",1,No,16,"3,0",4,,1,"4,0",5,"2,0",4,2,2,1995,"22070,00$",Yes
997,No,,800.2222222222223,,3,1,Life Sciences,998,1,0,3,2, heaLtHcARe rePRESEntatIVe ,4,,"6463,33$","16804,67$",0,No,17,"3,0",3,,0,,1,"2,0",6,0,4,1989,,1
998,Yes,,290.03550973654063,,25,3,Medical,999,1,0,2,1, REseARCh SCIenTist ,2,Single,"2342,59$","6090,75$",4,Yes,20,"4,0",2,Part Time,0,"5,0",0,"3,0",2,2,2,1990,"28111,13$",False
999,No,,556.2566609977324,,7,3,Life Sciences,1000,4,1,3,2, SaleS eXeCuTIvE ,2,Married,"4492,84$","11681,39$",0,No,17,"3,0",3,Part Time,1,"4,0",3,"3,0",3,0,2,1990,"53914,11$",0
1000,No,,213.57142857142856,,1,1,,1001,4,1,2,1, ResEarCH scIeNtiST ,2,Single,,"4485,00$",1,Yes,11,"3,0",3,Part Time,0,"2,0",6,"4,0",2,2,2,2002,"20700,00$",True
1001,No,travel_frequently,287.96031746031747,,20,3,,1002,3,0,4,1, SALEs REPREsEntatIve ,4,Married,,"6047,17$",0,No,12,,1,,1,"3,0",4,"3,0",2,2,2,1992,"27910,00$",1
1002,No,,556.2566609977324,,11,2,Marketing,1003,4,0,3,2, salES eXECuTive ,4,Divorced,"4492,84$","11681,39$",1,,11,"3,0",4,,1,"5,0",3,"3,0",5,0,2,1988,,Yes
1003,No,,556.2566609977324,,2,2,,1004,4,0,3,2, mAnUfACTURing dIreCToR ,3,Single,"4492,84$","11681,39$",2,No,11,"3,0",4,,0,,3,,3,0,2,1989,,1
1004,Yes,,848.5079365079365,,9,4,,1005,1,1,3,2, salEs ExeCUTIvE ,1,Single,,"17818,67$",0,,17,"3,0",1,Full Time,0,"6,0",3,"3,0",5,0,3,1990,"82240,00$",False
1005,Yes,,269.2857142857143, Research & Development ,15,3,Medical,1006,3,0,3,1, laBoRatoRy TEChNICiAN ,3,,,"5655,00$",1,No,12,"3,0",3,Part Time,1,,5,"2,0",2,2,2,1992,"26100,00$",1
1006,No,travel_rarely,591.2936507936508,,25,2,,1007,3,1,2,2, HEaltHcARE rEPReSeNtativE ,4,,"4775,83$","12417,17$",7,No,13,"3,0",3,Full Time,2,"9,0",2,"3,0",6,1,3,1986,"57310,00$",True
1007,No,travel_rarely,261.96031746031747,,6,3,,1008,4,0,2,1, ResEARCH sCIEnTisT ,3,Married,,"5501,17$",1,No,13,,3,Part Time,1,"4,0",0,"3,0",4,2,2,1996,"25390,00$",1
1008,No,travel_frequently,245.1428571428572,,4,4,Other,1009,4,0,2,1, lABORaTOry TEcHnICIaN ,4,Married,,"5148,00$",1,,13,"3,0",2,Part Time,1,"2,0",2,"4,0",2,2,2,1988,"23760,00$",True
1009,No,,1973.9841269841268,,4,4,,1010,4,1,3,5, MAnAGEr ,1,Divorced,"15943,72$","41453,67$",4,No,13,"3,0",4,Full Time,1,"28,0",2,"3,0",5,4,2,1967,"191324,62$",True
1010,No,,290.03550973654063, Research & Development ,7,3,Medical,1011,1,1,3,1, ReSEarch scIeNTIsT ,3,,"2342,59$","6090,75$",4,Yes,19,"3,0",3,Part Time,1,,2,,3,0,2,1978,"28111,13$",1
1011,No,travel_rarely,290.03550973654063,,3,3,,1012,1,0,2,1, lABOrAtOry tEChNician ,3,Single,"2342,59$","6090,75$",1,,12,"3,0",1,Part Time,0,"2,0",2,"2,0",2,1,2,2003,"28111,13$",1
1012,No,travel_frequently,1582.7713464696226,,2,3,,1013,4,1,3,4, mAnaGeR ,1,,"12783,92$","33238,20$",2,No,22,"4,0",3,Full Time,1,,3,,2,2,2,1973,"153407,07$",True
1013,No,,1968.6746031746031,,15,2,Life Sciences,1014,4,0,3,5, rESEArcH diReCTOr ,2,,,"41342,17$",5,,11,"3,0",1,Full Time,1,"25,0",2,"3,0",4,0,3,1977,"190810,00$",Yes
1014,No,,283.0079365079365,,13,3,Other,1015,3,1,2,1, LAboRaTory TEChNiCiaN ,2,Married,,"5943,17$",1,No,20,"4,0",3,Part Time,1,"2,0",2,"3,0",2,2,2,1991,"27430,00$",1
1015,No,,1032.4872861766066,,8,2,,1016,3,1,2,3, SalES eXEcUtive ,4,Married,"8339,32$","21682,23$",4,,11,"3,0",2,Part Time,1,"16,0",6,"2,0",13,4,12,1988,"100071,84$",0
1016,No,,387.936507936508,,1,3,Life Sciences,1017,1,1,3,1, RESeARcH sCIeNTist ,4,Divorced,"3133,33$","8146,67$",1,No,15,"3,0",1,Full Time,3,"3,0",5,,3,1,2,1994,"37600,00$",1
1017,Yes,travel_frequently,290.03550973654063,,10,2,,1018,1,1,2,1, LaboratoRy teCHNIcian ,3,,"2342,59$","6090,75$",1,,20,"4,0",3,,0,"2,0",2,"1,0",2,2,2,2002,,1
1018,No,travel_rarely,468.2063492063493,,2,3,Marketing,1019,3,1,3,2, saLEs ExecUtive ,1,,"3781,67$","9832,33$",0,,12,"3,0",4,Part Time,0,"4,0",3,"3,0",3,0,2,1989,"45380,00$",Yes
1019,No,,290.03550973654063,,1,4,Medical,1020,4,0,3,1, LaBoRaToRy tEChniciAN ,3,Single,"2342,59$","6090,75$",0,Yes,11,"3,0",3,Part Time,0,,2,"2,0",4,0,2,1995,"28111,13$",0
1020,No,travel_rarely,290.03550973654063,,6,1,Life Sciences,1021,3,0,3,1, RESEARcH sCIENTIsT ,3,Married,"2342,59$","6090,75$",0,Yes,14,,4,Part Time,0,"4,0",3,"3,0",3,2,2,1988,"28111,13$",False
1021,No,travel_frequently,398.97619047619054,,2,3,Life Sciences,1022,4,0,2,1, lAbOrATORy tEChNiciAn ,4,Married,,"8378,50$",1,,12,"3,0",2,Full Time,1,,2,"3,0",2,2,2,1995,"38670,00$",0
1022,No,travel_rarely,214.60317460317464,,1,3,Technical Degree,1023,4,0,3,1, ResEARCH scIENTISt ,1,Single,"1733,33$","4506,67$",2,,11,"3,0",2,Part Time,0,"5,0",2,"2,0",3,1,2,1995,"20800,00$",0
1023,No,,216.25396825396828, Research & Development ,1,3,Medical,1024,4,1,3,1, researCh SCientIsT ,2,Single,,"4541,33$",1,,18,"3,0",4,Part Time,0,,3,"2,0",2,2,1,1998,"20960,00$",False
1024,No,,290.03550973654063,,23,4,Life Sciences,1025,1,0,3,1, reseARcH sCiEntiST ,3,,"2342,59$","6090,75$",1,,12,"3,0",4,Part Time,2,,3,"3,0",2,2,2,1965,"28111,13$",1
1025,Yes,,402.7936507936508,,23,3,Medical,1026,3,0,3,1, rEseArCh scIENtiST ,1,Single,"3253,33$","8458,67$",0,,13,"3,0",1,Full Time,0,"6,0",2,"3,0",5,0,3,1984,"39040,00$",False
1026,No,travel_rarely,477.3888888888889,,6,3,Technical Degree,1027,1,1,2,2, laborAtOry tEChnICiAn ,4,Married,"3855,83$","10025,17$",0,No,12,"3,0",1,,1,"10,0",6,"3,0",9,6,7,1993,"46270,00$",True
1027,No,,1582.7713464696226,,-46,3,Life Sciences,1028,46,1,3,4, REseaRch dIrECtor ,1,Marreid,"12783,92$","33238,20$",4,,11,"3,0",2,Full Time,0,,2,,3,1,2,1973,"153407,07$",1
1028,No,,556.2566609977324,,10,2,Medical,1029,3,0,1,2, sALeS EXecuTIVe ,2,Single,,"11681,39$",1,No,13,"3,0",1,Part Time,0,"19,0",4,"3,0",19,11,9,1982,"53914,11$",1
1029,Yes,,237.5079365079365,,1,3,,1030,4,1,3,1, SaLES REPrEsENTAtivE ,2,,"1918,33$","4987,67$",1,Yes,11,"3,0",1,Part Time,0,,2,"4,0",3,2,2,1992,"23020,00$",False
1030,Yes,,290.03550973654063,,3,3,Life Sciences,1031,1,0,3,1, laBorATorY TeChniCiAN ,1,,"2342,59$","6090,75$",4,No,12,,3,,0,"10,0",4,"4,0",3,1,2,1979,,Yes
1031,No,non-travel,290.03550973654063, Research & Development ,16,2,,1032,3,0,3,1, ReseaRch scIENTisT ,3,Divorced,"2342,59$","6090,75$",9,No,16,"3,0",2,,1,"6,0",0,"3,0",4,0,0,1983,,True
1032,No,travel_rarely,290.03550973654063, Research & Development ,19,1,Medical,1033,4,0,3,1, lAboRaToRY teChNICIan ,4,Married,"2342,59$","6090,75$",3,,11,"3,0",3,Part Time,3,,6,"2,0",3,1,2,1998,"28111,13$",0
1033,No,travel_rarely,290.03550973654063,,1,4,Life Sciences,1034,2,0,3,1, LaBOratoRy TECHNICiAn ,2,,"2342,59$","6090,75$",3,No,22,"4,0",3,Part Time,1,"7,0",3,"3,0",4,0,3,1983,"28111,13$",Yes
1034,No,travel_rarely,1582.7713464696226,,11,2,Technical Degree,1035,4,1,2,4, MAnUfaCTurinG DirectOR ,2,,"12783,92$","33238,20$",3,No,16,"3,0",2,Full Time,0,,1,"2,0",5,0,3,1972,"153407,07$",1
1035,No,travel_frequently,523.1984126984128,,2,1,Life Sciences,1036,4,0,1,2, sales executiVE ,4,Single,,"10987,17$",3,No,20,"4,0",2,Part Time,0,,3,"3,0",6,0,0,1996,"50710,00$",False
1036,Yes,,556.2566609977324,,18,4,Marketing,1037,4,1,3,2, Sales EXEcuTive ,3,Married,"4492,84$","11681,39$",0,,18,"3,0",3,Part Time,1,"5,0",0,"2,0",4,3,2,1988,"53914,11$",1
1037,No,,290.03550973654063,,7,3,,1038,4,0,4,1, ReseARCh ScIEntIsT ,3,divorced,"2342,59$","6090,75$",1,No,11,"3,0",4,Part Time,3,"4,0",2,"3,0",4,0,3,1985,"28111,13$",Yes
1038,Yes,,556.2566609977324,,22,4,,1039,4,0,3,2, ManUFacTUriNG dirEctOR ,3,Married,,"11681,39$",1,,15,"3,0",4,Part Time,2,"10,0",3,"2,0",10,6,7,1992,"53914,11$",True
1039,No,,1093.2380952380952,,2,3,,1040,2,0,3,3, SalEs EXeCUtIVe ,2,,"8830,00$","22958,00$",2,,11,"3,0",2,,0,"14,0",5,"3,0",4,3,2,1972,,1
1040,No,,564.0555555555557,,22,3,,1041,4,1,3,2, rESEArch ScIEnTIst ,4,,"4555,83$","11845,17$",3,,14,"3,0",1,Full Time,2,"12,0",4,"2,0",6,3,3,1982,"54670,00$",0
1041,No,,556.2566609977324,,2,1,Marketing,1042,3,0,3,2, saLeS EXeCuTiVe ,2,Married,,"11681,39$",0,Yes,13,"3,0",1,Part Time,3,"4,0",3,"2,0",3,1,2,1991,"53914,11$",1
1042,No,travel_rarely,556.2566609977324,,18,1,Life Sciences,1043,1,0,4,2, salES ExEcuTIVE ,3,Married,"4492,84$","11681,39$",2,No,11,"3,0",2,,0,"6,0",3,"2,0",3,1,2,1998,,False
1043,No,,595.2142857142857,,10,3,Marketing,1044,4,1,2,2, SaleS ExECUTIvE ,4,Married,"4807,50$","12499,50$",1,Yes,11,"3,0",4,Full Time,0,,3,"3,0",6,4,4,1996,"57690,00$",1
1044,Yes,travel_rarely,247.0,,-22,4,Life Sciences,1045,4,1,3,1, rEseARch ScIEnTIst ,3,Single,"1995,00$","5187,00$",1,Yes,13,,4,Part Time,0,"8,0",2,"3,0",8,7,7,1996,"23940,00$",1
1045,No,,374.4206349206349,,11,3,Medical,1046,1,1,3,1, labORATory teCHNiCian ,3,Single,,"7862,83$",4,No,18,"3,0",1,Full Time,0,"8,0",6,"3,0",3,0,2,1986,"36290,00$",True
1046,No,travel_frequently,965.9206349206348,,18,2,Life Sciences,1047,3,0,3,3, MAnufAcTUrinG dIrEcTOr ,4,,,"20284,33$",2,No,11,"3,0",3,Part Time,0,"10,0",2,"3,0",2,2,2,1988,"93620,00$",1
1047,No,,333.1507936507937,,1,3,,1048,1,0,3,1, LaBORatOrY TeChNICiaN ,4,,"2690,83$","6996,17$",4,No,11,"3,0",2,Full Time,1,"7,0",2,"2,0",3,0,2,1998,"32290,00$",True
1048,No,,556.2566609977324,,7,4,Marketing,1049,4,1,3,2, sALES exEcuTIVe ,1,Divorced,,"11681,39$",7,No,14,"3,0",2,Part Time,2,,3,"3,0",3,0,2,1993,"53914,11$",1
1049,No,,1694.3333333333333, Research & Development ,8,5,Life Sciences,1050,1,1,3,4, rEsEaRCh diReCtOR ,2,,"13685,00$","35581,00$",3,No,11,"3,0",3,Full Time,0,,3,"4,0",3,1,0,1992,"164220,00$",Yes
1050,No,,582.6269841269842,,16,4,Marketing,1051,3,1,2,2, SaLEs eXEcUtiVe ,1,,"4705,83$","12235,17$",4,No,13,"3,0",1,,2,"11,0",3,"2,0",3,0,2,1987,,False
1051,Yes,travel_rarely,453.968253968254,,9,2,,1052,1,0,2,1, SALEs RePREsentAtIVe ,1,,,"9533,33$",3,No,12,"3,0",1,Full Time,0,"6,0",2,"3,0",3,2,2,1998,"44000,00$",True
1052,No,,213.15873015873007,,1,2,Life Sciences,1053,1,1,3,1, rEsEarcH sCieNTIsT ,1,,"1721,67$","4476,33$",2,,22,"4,0",4,Part Time,1,"5,0",3,"4,0",3,1,0,1967,"20660,00$",True
1053,No,,290.03550973654063,,5,5,Medical,1054,2,0,4,1, rEseaRCh SCIeNtIST ,3,,"2342,59$","6090,75$",2,,12,"3,0",1,Part Time,0,"7,0",5,,4,0,3,1982,"28111,13$",1
1054,No,travel_rarely,290.03550973654063,,8,2,,1055,4,1,4,1, hUMaN rESoUrCES ,2,,,"6090,75$",9,No,18,,4,Part Time,0,"8,0",3,"3,0",3,0,2,1992,"28111,13$",True
1055,Yes,travel_frequently,290.03550973654063, Research & Development ,2,3,Life Sciences,1056,2,0,3,1, labORAtoRy tEcHNICIAN ,4,,,"6090,75$",6,,13,"3,0",3,Part Time,1,"7,0",2,"1,0",2,2,2,1992,"28111,13$",Yes
1056,No,,566.015873015873, Sales ,7,3,Marketing,1057,3,0,3,2, SAlES exeCutive ,1,Divorced,"4571,67$","11886,33$",4,No,11,"3,0",1,,3,,3,"3,0",2,2,2,1975,,0
1057,Yes,,290.03550973654063,,9,4,,1058,1,1,3,1, HUMaN RESourcEs ,3,Married,"2342,59$","6090,75$",1,No,15,"3,0",4,,0,"2,0",0,"3,0",2,2,2,1989,,False
1058,No,,326.23809523809524,,5,3,Life Sciences,1059,3,0,2,1, LaBoRatORy TECHNICian ,3,Single,"2635,00$","6851,00$",3,,14,"3,0",4,,0,"7,0",5,"3,0",5,0,3,1979,,0
1059,No,travel_rarely,686.2142857142858, Research & Development ,5,4,,1060,1,0,3,2, hEalthCaRe reprEseNTaTiVe ,3,Married,"5542,50$","14410,50$",2,No,14,,2,Full Time,1,"20,0",0,"2,0",3,1,2,1974,"66510,00$",1
1060,No,,352.8571428571429,,20,3,Life Sciences,1061,4,0,3,1, rEsEarCH SCIeNtist ,2,,"2850,00$","7410,00$",1,,13,"3,0",3,Full Time,0,"6,0",3,"2,0",5,1,3,1979,"34200,00$",0
1061,Yes,,300.13492063492066,,1,3,,1062,1,0,3,1, sAleS represENtATIVE ,3,Married,"2424,17$","6302,83$",3,,15,"3,0",4,Full Time,1,"5,0",3,"4,0",3,1,2,1995,"29090,00$",False
1062,No,travel_frequently,1032.4872861766066, Research & Development ,2,1,,1063,2,0,3,3, ManufacTURInG DIRECtOR ,3,Single,"8339,32$","21682,23$",5,,18,,2,,0,"16,0",2,"2,0",2,2,2,1979,,True
1063,No,travel_rarely,556.2566609977324,,4,4,Life Sciences,1064,4,0,3,2, HealThcare REpresenTATIve ,3,Married,"4492,84$","11681,39$",0,,16,"3,0",2,Part Time,0,"4,0",2,"3,0",3,1,2,1968,"53914,11$",1
1064,No,travel_frequently,505.3492063492064,,7,3,Life Sciences,1065,3,0,3,2, sales exEcutiVe ,1,Single,"4081,67$","10612,33$",0,,14,"3,0",4,Part Time,0,"5,0",5,"3,0",4,1,3,1995,"48980,00$",True
1065,No,travel_rarely,556.2566609977324,,-45,2,Medical,1066,45,1,2,2, LAbORatORy TEcHniCIaN ,1,Marreid,,"11681,39$",4,,25,"4,0",1,Part Time,1,"10,0",3,"3,0",3,1,2,1974,"53914,11$",True
1066,No,travel_frequently,328.09523809523813,,2,1,Life Sciences,1067,4,1,3,1, lABoRAToRY tECHNICIaN ,2,,"2650,00$","6890,00$",0,No,13,"3,0",3,Full Time,3,,3,"3,0",3,0,2,1994,"31800,00$",False
1067,No,,1160.095238095238,,10,3,,1068,3,0,3,3, maNAgEr ,4,,,"24362,00$",2,,25,,2,Full Time,0,"10,0",5,"4,0",5,0,0,1991,"112440,00$",True
1068,Yes,travel_frequently,290.03550973654063,,3,3,Life Sciences,1069,4,1,3,1, reSeaRCh scIEntist ,3,,,"6090,75$",1,No,12,"3,0",1,Part Time,0,"7,0",2,,7,7,7,1992,"28111,13$",1
1069,No,,419.8174603174604,,-43,2,Life Sciences,1070,4,0,3,2, healTHcARE rEPrEseNtatIve ,4,Divorced,"3390,83$","8816,17$",3,,18,"3,0",3,,0,"8,0",2,"3,0",2,2,2,1983,,False
1070,No,travel_rarely,290.03550973654063,,2,4,Life Sciences,1071,3,0,3,1, salES RepREsenTAtIvE ,4,,"2342,59$","6090,75$",3,Yes,21,"4,0",4,Part Time,0,"7,0",3,"2,0",3,1,2,1987,"28111,13$",False
1071,No,,659.4920634920635,,8,4,Life Sciences,1072,1,0,3,2, SAleS eXEcUtiVe ,1,,"5326,67$","13849,33$",2,No,13,"3,0",4,Full Time,1,,6,"1,0",2,2,2,1990,"63920,00$",0
1072,No,,1032.4872861766066, Sales ,-14,4,,1073,14,0,3,3, sAles exEcUtIve ,2,Marreid,"8339,32$","21682,23$",3,,12,"3,0",2,,1,"9,0",3,"3,0",4,1,3,1993,,True
1073,Yes,travel_rarely,500.9126984126984,,2,3,Medical,1074,3,0,3,2, ManUFaCTuRiNg dIRECTOR ,2,Married,"4045,83$","10519,17$",4,,11,"3,0",1,,2,,2,"3,0",5,1,4,1985,,0
1074,No,travel_rarely,290.03550973654063, Research & Development ,15,4,,1075,3,1,3,1, reseARCh SCieNTisT ,1,Married,"2342,59$","6090,75$",8,,12,"3,0",4,Part Time,1,,3,"2,0",8,7,6,1975,"28111,13$",True
1075,No,,556.2566609977324, Research & Development ,1,4,,1076,2,0,3,2, reSEarcH scIENtISt ,4,,"4492,84$","11681,39$",9,No,17,"3,0",2,Part Time,1,,3,"2,0",2,2,1,1989,"53914,11$",1
1076,No,travel_rarely,556.2566609977324,,16,3,Life Sciences,1077,2,1,3,2, SAlES execUtiVe ,2,Single,"4492,84$","11681,39$",2,No,12,"3,0",2,Part Time,0,"8,0",5,"4,0",3,1,2,1985,"53914,11$",False
1077,No,travel_rarely,556.2566609977324,,10,4,,1078,1,1,3,2, healthCAre rePReseNTatIVe ,3,Single,"4492,84$","11681,39$",3,Yes,16,"3,0",3,Part Time,0,,4,"3,0",5,0,4,1988,"53914,11$",True
1078,No,,290.03550973654063,,10,3,,1079,4,0,4,1, rESEarcH SCIEnTist ,3,Married,"2342,59$","6090,75$",2,No,16,"3,0",4,,1,"4,0",2,"3,0",2,2,2,2000,,1
1079,No,,556.2566609977324,,6,4,,1080,1,0,4,2, laBORaTOrY tEChNiCiAn ,1,,,"11681,39$",3,Yes,13,"3,0",4,Part Time,1,"9,0",3,"3,0",3,0,2,1987,"53914,11$",False
1080,No,travel_frequently,556.2566609977324,,-36,4,,1081,36,0,2,2, HeAlthCaRE REPResenTaTIVE ,3,,,"11681,39$",1,No,14,"3,0",2,Part Time,1,"8,0",3,"2,0",8,7,7,1989,"53914,11$",0
1081,No,non-travel,290.03550973654063,,26,2,Other,1082,2,1,2,1, rEsearch ScIeNTisT ,3,Married,"2342,59$","6090,75$",1,,14,,2,,0,"4,0",2,"2,0",4,1,3,2001,,1
1082,No,,341.7142857142857,,5,4,,1083,2,1,4,1, REsEarch SCIenTiST ,4,Married,"2760,00$","7176,00$",3,No,17,"3,0",4,Full Time,2,"6,0",3,"3,0",3,0,2,1991,"33120,00$",1
1083,No,travel_frequently,556.2566609977324,,2,4,,1084,4,0,3,2, Sales exeCuTive ,1,Single,"4492,84$","11681,39$",7,,13,"3,0",4,,0,,3,"3,0",5,0,3,1992,,0
1084,No,travel_rarely,556.2566609977324,,12,4,Life Sciences,1085,3,1,3,2, MaNuFaCTuring dIRECTOr ,3,Married,"4492,84$","11681,39$",9,Yes,12,"3,0",2,Part Time,2,"7,0",2,"3,0",3,1,1,1987,"53914,11$",Yes
1085,No,,321.59523809523813,,-19,1,Medical,1086,3,0,3,1, reSEArcH sCiENTisT ,4,Single,,"6753,50$",1,No,18,"3,0",3,Full Time,0,,2,,2,2,2,2002,"31170,00$",0
1086,No,,1973.9841269841268,,26,4,,1087,4,1,3,5, mANager ,3,Married,"15943,72$","41453,67$",3,No,11,"3,0",3,Full Time,1,"27,0",2,"3,0",5,1,0,1976,"191324,62$",False
1087,No,,556.2566609977324,,4,3,Medical,1088,1,1,3,2, MaNuFaCtUriNG DIrectoR ,3,,"4492,84$","11681,39$",0,No,13,"3,0",4,Part Time,0,,2,"1,0",9,3,8,1984,"53914,11$",True
